transaction_id,merchant_id,customer_id,timestamp,amount,currency,payment_method,device_id,device_age,ip_country,customer_country,merchant_country,previous_transaction_count,previous_failed_transactions,transactions_last_10_minutes,transactions_last_hour,average_customer_amount,amount_deviation,new_device,new_location,chargeback_history,account_age,is_fraud,fraud_type
txn_legit_004075,merch_0215,cust_01308,2026-01-18T09:25:29+00:00,746.79,INR,wallet,dev_cust_01308_2,555,IN,IN,IN,105,0,1,1,890.91,0.162,False,False,0,296,False,NONE
txn_legit_001109,merch_0090,cust_00499,2026-01-14T20:48:24+00:00,205.24,INR,upi,dev_cust_00499_1,696,IN,IN,IN,44,0,0,1,426.55,0.519,False,False,0,669,False,NONE
txn_fraud_000538,merch_0136,cust_01629,2026-01-22T22:23:29+00:00,3694.56,INR,upi,dev_unknown_1919af49,1,CN,IN,IN,112,2,0,1,951.16,2.884,True,True,0,740,True,NEW_DEVICE_TAKEOVER
txn_legit_007324,merch_0051,cust_01895,2026-02-14T23:21:21+00:00,1264.75,INR,netbanking,dev_cust_01895_2,580,IN,IN,IN,101,0,0,1,832.88,0.519,False,False,0,1217,False,NONE
txn_legit_001038,merch_0117,cust_02248,2026-02-20T22:11:11+00:00,491.76,INR,wallet,dev_cust_02248_2,510,IN,IN,IN,155,0,1,1,289.81,0.697,False,False,0,536,False,NONE
txn_legit_004288,merch_0009,cust_02101,2026-01-03T23:46:40+00:00,1056.06,INR,netbanking,dev_cust_02101_1,854,IN,IN,IN,176,0,0,0,1236.39,0.146,False,False,0,321,False,NONE
txn_legit_000020,merch_0088,cust_00911,2026-01-22T16:55:03+00:00,898.84,INR,card,dev_cust_00911_1,304,GB,GB,IN,107,0,0,0,691.17,0.3,False,False,0,242,False,NONE
txn_legit_006562,merch_0007,cust_00320,2026-01-16T08:20:27+00:00,837.14,INR,card,dev_cust_00320_1,631,US,US,SG,165,0,1,1,803.82,0.041,False,False,0,141,False,NONE
txn_legit_004674,merch_0230,cust_00258,2026-02-01T17:24:25+00:00,540.32,INR,netbanking,dev_cust_00258_2,728,AE,SG,IN,120,0,3,3,492.0,0.098,False,True,0,194,False,BENIGN_OUTLIER
txn_legit_009036,merch_0060,cust_01801,2026-02-02T22:10:59+00:00,4766.32,INR,upi,dev_cust_01801_1,84,IN,IN,IN,100,0,0,2,4518.85,0.055,False,False,1,1341,False,NONE
txn_legit_006051,merch_0021,cust_01199,2026-02-17T07:53:14+00:00,681.23,INR,card,dev_cust_01199_2,260,IN,IN,IN,182,0,0,0,1086.08,0.373,False,False,0,587,False,NONE
txn_legit_004655,merch_0094,cust_00228,2026-01-24T20:29:17+00:00,251.81,INR,card,dev_cust_00228_1,336,IN,IN,IN,38,0,0,0,359.21,0.299,False,False,0,225,False,NONE
txn_legit_000934,merch_0085,cust_00428,2026-01-25T09:59:08+00:00,2678.54,INR,card,dev_cust_00428_2,788,IN,IN,IN,184,0,0,0,1608.64,0.665,False,False,0,826,False,NONE
txn_legit_005153,merch_0202,cust_01290,2026-02-09T19:02:24+00:00,145.63,INR,card,dev_cust_01290_1,666,IN,IN,IN,55,0,0,0,150.0,0.029,False,False,0,364,False,NONE
txn_legit_010835,merch_0118,cust_01849,2026-01-07T12:35:37+00:00,2422.48,INR,netbanking,dev_cust_01849_2,696,IN,IN,IN,35,0,0,0,2046.81,0.184,False,False,0,679,False,NONE
txn_legit_007497,merch_0191,cust_02285,2026-01-14T22:06:27+00:00,609.77,INR,card,dev_cust_02285_1,663,IN,IN,IN,124,0,1,1,605.02,0.008,False,False,0,626,False,NONE
txn_legit_008752,merch_0076,cust_02065,2026-01-07T04:23:42+00:00,949.49,INR,netbanking,dev_cust_02065_1,613,IN,IN,IN,143,0,0,0,1125.02,0.156,False,False,0,428,False,NONE
txn_legit_000394,merch_0237,cust_00324,2026-02-05T00:01:01+00:00,2594.51,INR,netbanking,dev_cust_00324_1,91,IN,IN,IN,130,0,0,0,5316.28,0.512,False,False,0,1199,False,NONE
txn_legit_008250,merch_0011,cust_02485,2026-01-15T12:45:10+00:00,236.99,INR,wallet,dev_cust_02485_1,681,IN,IN,IN,88,0,0,0,562.77,0.579,False,False,0,1164,False,NONE
txn_legit_006092,merch_0182,cust_01073,2026-02-22T05:47:42+00:00,1233.83,INR,card,dev_cust_01073_2,876,SG,SG,IN,193,0,0,0,958.43,0.287,False,False,0,1308,False,NONE
txn_legit_001737,merch_0058,cust_00171,2026-02-21T18:00:41+00:00,481.14,INR,upi,dev_cust_00171_1,96,IN,IN,IN,91,0,0,0,421.54,0.141,False,False,0,449,False,NONE
txn_legit_002165,merch_0133,cust_00025,2026-02-24T01:25:55+00:00,559.31,INR,card,dev_cust_00025_1,823,IN,IN,IN,165,0,1,1,565.25,0.011,False,False,0,1010,False,NONE
txn_legit_000561,merch_0152,cust_00854,2026-02-17T21:44:47+00:00,4071.75,INR,wallet,dev_cust_00854_2,90,IN,IN,IN,186,0,0,0,2466.77,0.651,False,False,0,23,False,NONE
txn_legit_003069,merch_0196,cust_01095,2026-01-02T22:21:22+00:00,1969.75,INR,card,dev_cust_01095_1,556,IN,IN,IN,97,0,0,0,1673.62,0.177,False,False,0,105,False,NONE
txn_legit_004604,merch_0049,cust_02169,2026-02-23T00:26:29+00:00,1102.3,INR,upi,dev_cust_02169_2,74,IN,IN,IN,147,0,0,0,735.89,0.498,False,False,0,599,False,NONE
txn_fraud_000079,merch_0151,cust_01520,2026-02-18T15:48:56+00:00,17964.14,INR,upi,dev_unknown_aedad617,0,RO,GB,IN,150,4,0,1,4341.52,3.138,True,True,1,1326,True,NEW_DEVICE_TAKEOVER
txn_legit_009520,merch_0121,cust_02479,2026-02-17T13:35:39+00:00,269.53,INR,upi,dev_cust_02479_2,483,IN,IN,IN,129,0,1,2,287.78,0.063,False,False,0,1023,False,NONE
txn_legit_001162,merch_0080,cust_02484,2026-01-24T18:31:16+00:00,683.83,INR,netbanking,dev_cust_02484_1,491,IN,IN,IN,165,0,0,0,467.94,0.461,False,False,0,895,False,NONE
txn_legit_006187,merch_0222,cust_01683,2026-01-13T01:36:19+00:00,307.52,INR,wallet,dev_cust_01683_2,767,IN,IN,IN,177,1,0,0,416.49,0.262,False,False,0,724,False,NONE
txn_legit_007862,merch_0050,cust_00918,2026-01-04T06:03:29+00:00,1332.86,INR,netbanking,dev_cust_00918_1,761,SG,SG,IN,108,0,0,0,1052.18,0.267,False,False,0,560,False,NONE
txn_legit_007642,merch_0085,cust_00816,2026-01-21T04:03:06+00:00,234.28,INR,wallet,dev_cust_00816_new,6,IN,IN,IN,96,0,0,0,253.98,0.078,True,False,0,959,False,NONE
txn_legit_001729,merch_0096,cust_00160,2026-01-10T21:52:27+00:00,50.0,INR,netbanking,dev_cust_00160_2,122,IN,IN,IN,46,0,0,0,1568.81,0.968,False,False,0,250,False,NONE
txn_legit_001527,merch_0044,cust_00175,2026-02-01T03:56:34+00:00,677.05,INR,upi,dev_cust_00175_1,316,IN,IN,IN,41,0,0,0,1135.91,0.404,False,False,0,47,False,NONE
txn_legit_004981,merch_0231,cust_00892,2026-01-20T16:19:32+00:00,1493.18,INR,wallet,dev_cust_00892_2,862,IN,IN,IN,85,0,0,0,1381.86,0.081,False,False,0,877,False,NONE
txn_legit_000842,merch_0076,cust_00555,2026-01-15T16:37:42+00:00,744.27,INR,upi,dev_cust_00555_1,546,IN,IN,IN,201,0,0,1,1196.27,0.378,False,False,0,360,False,NONE
txn_legit_002930,merch_0099,cust_00739,2026-01-01T10:17:14+00:00,817.32,INR,card,dev_cust_00739_1,241,IN,IN,IN,84,0,0,0,3698.39,0.779,False,False,0,977,False,NONE
txn_legit_009936,merch_0001,cust_00412,2026-01-27T08:08:43+00:00,175.58,INR,upi,dev_cust_00412_2,78,IN,IN,IN,141,0,0,0,345.18,0.491,False,False,0,521,False,NONE
txn_legit_000058,merch_0075,cust_01611,2026-01-25T15:37:16+00:00,554.08,INR,wallet,dev_cust_01611_2,575,TH,IN,IN,199,0,0,0,700.62,0.209,False,True,0,631,False,BENIGN_OUTLIER
txn_legit_005298,merch_0057,cust_02387,2026-01-12T14:58:31+00:00,287.67,INR,upi,dev_cust_02387_2,432,IN,IN,IN,176,0,0,0,738.16,0.61,False,False,0,680,False,NONE
txn_legit_002865,merch_0104,cust_02487,2026-02-11T17:10:20+00:00,638.08,INR,wallet,dev_cust_02487_1,395,IN,IN,IN,109,0,0,0,646.09,0.012,False,False,0,931,False,NONE
txn_legit_004851,merch_0021,cust_01612,2026-01-24T03:05:18+00:00,293.75,INR,upi,dev_cust_01612_new,6,IN,IN,IN,152,0,0,2,237.77,0.235,True,False,0,245,False,NONE
txn_legit_006552,merch_0240,cust_00721,2026-01-31T20:12:36+00:00,828.73,INR,card,dev_cust_00721_1,313,IN,IN,IN,188,0,1,1,1166.35,0.289,False,False,0,185,False,NONE
txn_legit_002291,merch_0068,cust_01445,2026-02-27T23:40:30+00:00,1204.95,INR,netbanking,dev_cust_01445_new,10,US,US,IN,41,2,0,0,1261.09,0.045,True,False,0,356,False,NONE
txn_legit_010194,merch_0148,cust_02099,2026-01-10T01:57:12+00:00,272.52,INR,upi,dev_cust_02099_1,503,IN,IN,IN,17,0,0,0,239.68,0.137,False,False,0,1186,False,NONE
txn_legit_000083,merch_0071,cust_00582,2026-02-22T09:27:02+00:00,465.98,INR,wallet,dev_cust_00582_1,538,IN,IN,IN,104,0,0,0,630.81,0.261,False,False,0,901,False,NONE
txn_legit_005289,merch_0125,cust_01966,2026-01-26T16:53:36+00:00,1487.72,INR,netbanking,dev_cust_01966_1,301,IN,IN,SG,54,0,0,0,968.88,0.536,False,False,0,526,False,NONE
txn_legit_007978,merch_0173,cust_00554,2026-02-20T23:23:45+00:00,826.11,INR,upi,dev_cust_00554_1,365,US,IN,IN,167,0,0,2,1114.61,0.259,False,True,0,696,False,BENIGN_OUTLIER
txn_legit_001945,merch_0170,cust_01364,2026-01-25T09:15:48+00:00,346.77,INR,upi,dev_cust_01364_2,361,IN,IN,IN,145,1,1,1,392.64,0.117,False,False,0,1241,False,NONE
txn_legit_009300,merch_0126,cust_00829,2026-01-25T04:36:34+00:00,501.31,INR,upi,dev_cust_00829_2,384,IN,IN,SG,29,0,0,0,628.19,0.202,False,False,0,81,False,NONE
txn_legit_001649,merch_0185,cust_00182,2026-02-16T22:22:26+00:00,461.12,INR,upi,dev_cust_00182_2,278,IN,IN,IN,131,0,0,0,433.29,0.064,False,False,0,895,False,NONE
txn_legit_006442,merch_0077,cust_01139,2026-01-21T09:50:44+00:00,1656.1,INR,netbanking,dev_cust_01139_2,550,IN,IN,IN,91,0,0,0,1491.88,0.11,False,False,0,221,False,NONE
txn_legit_006438,merch_0044,cust_01086,2026-01-26T18:45:55+00:00,1045.23,INR,wallet,dev_cust_01086_1,877,IN,IN,IN,78,0,4,4,1294.05,0.192,False,False,0,431,False,NONE
txn_legit_002724,merch_0048,cust_01983,2026-01-24T18:37:23+00:00,2335.8,INR,wallet,dev_cust_01983_2,258,IN,IN,IN,195,0,0,0,527.05,3.432,False,False,0,1153,False,BENIGN_OUTLIER
txn_legit_009581,merch_0100,cust_02446,2026-02-25T02:56:20+00:00,1165.52,INR,upi,dev_cust_02446_1,173,IN,IN,IN,37,0,0,0,1123.23,0.038,False,False,0,1091,False,NONE
txn_legit_005538,merch_0101,cust_02234,2026-03-01T10:49:35+00:00,2741.44,INR,wallet,dev_cust_02234_1,292,IN,IN,IN,188,0,0,0,1917.37,0.43,False,False,0,847,False,NONE
txn_legit_000414,merch_0235,cust_01695,2026-01-10T20:43:21+00:00,1048.61,INR,wallet,dev_cust_01695_2,320,IN,IN,IN,199,0,0,0,999.67,0.049,False,False,0,576,False,NONE
txn_legit_007180,merch_0195,cust_01552,2026-02-17T12:31:17+00:00,929.61,INR,wallet,dev_cust_01552_1,158,US,US,IN,123,0,0,0,755.12,0.231,False,False,0,1322,False,NONE
txn_fraud_000416,merch_0216,cust_01391,2026-02-20T17:23:20+00:00,1660.99,INR,upi,dev_cust_01391_2,176,IN,IN,SG,191,2,5,9,1327.4,0.251,True,False,0,750,True,VELOCITY_ATTACK
txn_legit_002450,merch_0167,cust_00421,2026-01-27T05:55:31+00:00,7772.65,INR,card,dev_cust_00421_2,640,IN,IN,SG,21,0,0,0,5175.21,0.502,False,False,0,1014,False,NONE
txn_fraud_000926,merch_0164,cust_00308,2026-02-26T01:49:10+00:00,1063.55,INR,upi,dev_subtle_503,2,IN,IN,SG,121,2,1,1,543.03,0.959,True,False,0,234,True,SUBTLE_ACCOUNT_DRAIN
txn_legit_005477,merch_0208,cust_02408,2026-02-17T23:36:17+00:00,2026.68,INR,wallet,dev_cust_02408_2,259,IN,IN,IN,31,0,0,1,1817.6,0.115,False,False,0,589,False,NONE
txn_legit_007220,merch_0127,cust_00260,2026-02-16T22:32:02+00:00,1724.52,INR,netbanking,dev_cust_00260_1,169,IN,IN,IN,62,0,0,0,1734.44,0.006,False,False,0,1056,False,NONE
txn_legit_005916,merch_0227,cust_00327,2026-02-03T19:14:00+00:00,1840.48,INR,netbanking,dev_cust_00327_1,714,IN,IN,IN,99,0,0,0,2402.81,0.234,False,False,0,179,False,NONE
txn_legit_009753,merch_0234,cust_00179,2026-01-07T15:21:01+00:00,562.7,INR,wallet,dev_cust_00179_2,667,IN,IN,IN,55,0,0,0,716.98,0.215,False,False,0,180,False,NONE
txn_legit_006772,merch_0242,cust_01321,2026-01-24T16:28:50+00:00,910.1,INR,upi,dev_cust_01321_2,118,IN,IN,IN,112,0,1,1,942.14,0.034,False,False,0,1256,False,NONE
txn_legit_004439,merch_0076,cust_00636,2026-01-20T04:16:58+00:00,279.96,INR,wallet,dev_cust_00636_1,209,IN,IN,IN,55,0,0,0,219.94,0.273,False,False,0,860,False,NONE
txn_legit_007608,merch_0151,cust_00620,2026-01-15T02:12:58+00:00,1142.44,INR,card,dev_cust_00620_1,162,IN,IN,IN,180,0,0,0,1086.05,0.052,False,False,0,1344,False,NONE
txn_fraud_000425,merch_0099,cust_02490,2026-02-23T23:20:23+00:00,258.86,INR,upi,dev_subtle_841,2,IN,IN,IN,79,3,1,1,175.61,0.474,True,False,0,769,True,SUBTLE_ACCOUNT_DRAIN
txn_legit_002907,merch_0076,cust_00916,2026-02-06T10:35:40+00:00,724.21,INR,wallet,dev_cust_00916_2,777,IN,IN,IN,82,0,1,1,1138.16,0.364,False,False,0,232,False,NONE
txn_legit_008635,merch_0162,cust_00385,2026-01-02T22:02:29+00:00,451.43,INR,wallet,dev_cust_00385_new,5,IN,IN,IN,121,0,0,0,470.94,0.041,True,False,0,532,False,NONE
txn_legit_006607,merch_0118,cust_00053,2026-02-01T23:49:45+00:00,453.54,INR,wallet,dev_cust_00053_1,752,IN,IN,IN,65,1,0,0,505.03,0.102,False,False,0,244,False,NONE
txn_legit_003538,merch_0201,cust_00596,2026-02-26T16:37:19+00:00,311.86,INR,wallet,dev_cust_00596_1,588,IN,IN,IN,201,0,0,0,582.01,0.464,False,False,0,1036,False,NONE
txn_legit_002133,merch_0129,cust_00878,2026-01-05T09:02:28+00:00,3479.91,INR,wallet,dev_cust_00878_2,175,IN,IN,IN,96,0,0,0,1085.96,2.204,False,False,0,31,False,BENIGN_OUTLIER
txn_legit_001897,merch_0040,cust_01803,2026-02-03T06:24:43+00:00,418.74,INR,netbanking,dev_cust_01803_1,366,IN,IN,SG,34,0,0,0,491.69,0.148,False,False,0,1320,False,NONE
txn_legit_007658,merch_0106,cust_00963,2026-01-24T09:52:20+00:00,1057.49,INR,upi,dev_cust_00963_1,851,IN,IN,IN,180,0,0,0,1061.08,0.003,False,False,0,1269,False,NONE
txn_legit_006671,merch_0250,cust_00795,2026-02-06T18:02:11+00:00,217.2,INR,wallet,dev_cust_00795_2,619,IN,IN,IN,216,0,0,0,358.2,0.394,False,False,1,1040,False,NONE
txn_legit_008830,merch_0069,cust_01109,2026-02-25T20:06:38+00:00,486.29,INR,netbanking,dev_cust_01109_1,66,US,IN,IN,86,0,0,0,528.37,0.08,False,True,0,831,False,BENIGN_OUTLIER
txn_legit_004269,merch_0211,cust_01848,2026-02-28T19:26:00+00:00,2336.06,INR,card,dev_cust_01848_1,600,IN,IN,IN,79,0,1,1,429.99,4.433,False,False,0,621,False,BENIGN_OUTLIER
txn_legit_009296,merch_0072,cust_00540,2026-01-09T22:43:55+00:00,702.47,INR,upi,dev_cust_00540_2,303,IN,IN,IN,61,0,0,0,549.85,0.278,False,False,0,729,False,NONE
txn_legit_008242,merch_0237,cust_02477,2026-01-20T09:36:09+00:00,1369.37,INR,card,dev_cust_02477_1,757,IN,IN,IN,210,0,0,0,737.87,0.856,False,False,0,537,False,NONE
txn_legit_007962,merch_0203,cust_00882,2026-01-28T01:36:15+00:00,525.04,INR,upi,dev_cust_00882_1,340,IN,IN,IN,195,1,0,0,571.78,0.082,False,False,0,869,False,NONE
txn_legit_001817,merch_0160,cust_00644,2026-01-02T21:24:05+00:00,362.23,INR,netbanking,dev_cust_00644_2,891,IN,IN,IN,40,0,0,0,250.22,0.448,False,False,0,182,False,NONE
txn_fraud_000732,merch_0079,cust_00046,2026-01-12T05:59:39+00:00,23329.79,INR,upi,dev_cust_00046_1,563,IN,IN,IN,72,0,0,1,486.94,46.911,False,False,0,1116,True,HIGH_VALUE_SPIKE
txn_legit_001937,merch_0187,cust_02494,2026-01-29T14:40:17+00:00,3252.29,INR,upi,dev_cust_02494_1,195,IN,IN,IN,94,1,1,1,3062.81,0.062,False,False,0,801,False,NONE
txn_legit_000337,merch_0166,cust_02462,2026-01-24T21:31:38+00:00,2155.75,INR,upi,dev_cust_02462_2,646,IN,IN,IN,96,0,0,0,1687.97,0.277,False,False,0,1092,False,NONE
txn_legit_009696,merch_0189,cust_00090,2026-01-10T20:36:19+00:00,1705.73,INR,card,dev_cust_00090_1,521,IN,IN,SG,201,1,0,0,1388.91,0.228,False,False,0,1170,False,NONE
txn_legit_002335,merch_0140,cust_00033,2026-01-29T12:56:39+00:00,969.61,INR,wallet,dev_cust_00033_1,107,IN,IN,IN,113,0,0,0,887.61,0.092,False,False,0,1338,False,NONE
txn_legit_008698,merch_0157,cust_00458,2026-01-30T12:26:34+00:00,309.79,INR,wallet,dev_cust_00458_2,133,IN,IN,IN,148,0,2,2,372.43,0.168,False,False,0,651,False,NONE
txn_legit_002072,merch_0062,cust_00757,2026-01-29T09:19:20+00:00,1364.49,INR,wallet,dev_cust_00757_1,154,GB,GB,IN,146,0,0,0,1365.56,0.001,False,False,0,79,False,NONE
txn_legit_006913,merch_0199,cust_01762,2026-02-08T05:46:37+00:00,810.09,INR,wallet,dev_cust_01762_2,325,IN,IN,IN,142,0,1,2,1687.17,0.52,False,False,0,62,False,NONE
txn_legit_001726,merch_0070,cust_01287,2026-02-18T05:00:01+00:00,205.06,INR,upi,dev_cust_01287_1,451,IN,IN,SG,36,0,0,0,188.52,0.088,False,False,1,832,False,NONE
txn_legit_010180,merch_0055,cust_01379,2026-02-10T12:04:46+00:00,725.55,INR,upi,dev_cust_01379_1,68,IN,IN,IN,170,0,0,2,536.59,0.352,False,False,0,1384,False,NONE
txn_legit_001047,merch_0171,cust_00755,2026-01-03T16:09:09+00:00,227.22,INR,card,dev_cust_00755_2,829,IN,IN,IN,149,0,0,2,400.62,0.433,False,False,0,403,False,NONE
txn_legit_005378,merch_0167,cust_00697,2026-02-10T21:00:36+00:00,997.29,INR,upi,dev_cust_00697_1,252,IN,IN,SG,79,1,0,0,1184.66,0.158,False,False,0,438,False,NONE
txn_legit_007775,merch_0080,cust_00959,2026-01-08T07:50:19+00:00,1286.65,INR,upi,dev_cust_00959_2,210,IN,IN,IN,190,0,1,2,1457.24,0.117,False,False,0,997,False,NONE
txn_legit_002815,merch_0020,cust_01353,2026-02-23T11:28:43+00:00,2098.56,INR,netbanking,dev_cust_01353_1,209,IN,IN,IN,114,0,0,0,1422.6,0.475,False,False,0,1480,False,NONE
txn_fraud_000920,merch_0109,cust_02013,2026-01-10T15:17:28+00:00,822.52,INR,card,dev_subtle_132,2,IN,IN,IN,80,4,1,1,466.95,0.761,True,False,0,803,True,SUBTLE_ACCOUNT_DRAIN
txn_legit_009628,merch_0224,cust_01922,2026-01-26T12:07:41+00:00,3191.81,INR,netbanking,dev_cust_01922_1,374,IN,IN,IN,129,1,0,0,1695.48,0.883,False,False,0,779,False,NONE
txn_legit_002320,merch_0027,cust_01132,2026-01-06T10:12:53+00:00,1045.48,INR,netbanking,dev_cust_01132_2,282,IN,IN,IN,197,0,0,0,1285.15,0.186,False,False,0,1404,False,NONE
txn_legit_007671,merch_0044,cust_00109,2026-01-17T17:19:01+00:00,3189.11,INR,netbanking,dev_cust_00109_1,57,IN,IN,IN,161,0,0,0,1117.58,1.854,False,False,0,1020,False,BENIGN_OUTLIER
txn_legit_009611,merch_0133,cust_01026,2026-01-24T18:44:07+00:00,1184.13,INR,wallet,dev_cust_01026_1,804,IN,IN,IN,72,0,1,2,1300.98,0.09,False,False,0,835,False,NONE
txn_legit_004871,merch_0150,cust_01778,2026-02-03T21:45:25+00:00,868.44,INR,wallet,dev_cust_01778_2,580,IN,IN,IN,203,0,0,2,870.02,0.002,False,False,0,304,False,NONE
txn_legit_003386,merch_0191,cust_01381,2026-01-12T01:50:47+00:00,1168.77,INR,upi,dev_cust_01381_1,378,IN,IN,IN,47,2,0,0,1597.57,0.268,False,False,0,271,False,NONE
txn_fraud_000551,merch_0176,cust_00705,2026-02-09T05:43:21+00:00,9164.23,INR,upi,dev_takeover_7834,1,IN,IN,IN,112,0,0,1,239.1,37.329,True,False,0,1036,True,HIGH_VALUE_SPIKE
txn_legit_006070,merch_0057,cust_00359,2026-01-18T12:46:12+00:00,935.78,INR,netbanking,dev_cust_00359_1,140,IN,IN,IN,127,1,0,0,1181.23,0.208,False,False,0,180,False,NONE
txn_legit_000766,merch_0244,cust_01953,2026-01-21T05:40:22+00:00,546.95,INR,netbanking,dev_cust_01953_new,5,IN,IN,IN,210,0,0,0,415.77,0.316,True,False,0,980,False,NONE
txn_legit_002861,merch_0144,cust_01699,2026-02-24T22:06:50+00:00,929.07,INR,wallet,dev_cust_01699_2,110,AE,AE,IN,124,0,1,1,1389.67,0.331,False,False,0,1264,False,NONE
txn_legit_003782,merch_0226,cust_01920,2026-01-12T15:10:05+00:00,2518.23,INR,upi,dev_cust_01920_1,463,IN,IN,IN,95,0,0,0,601.08,3.19,False,False,0,842,False,BENIGN_OUTLIER
txn_legit_005009,merch_0244,cust_01379,2026-02-13T05:01:00+00:00,509.65,INR,netbanking,dev_cust_01379_1,68,IN,IN,IN,179,0,0,0,536.59,0.05,False,False,0,1384,False,NONE
txn_legit_006125,merch_0035,cust_00805,2026-02-04T01:17:33+00:00,889.45,INR,card,dev_cust_00805_2,498,IN,IN,IN,206,1,0,0,620.59,0.433,False,False,0,857,False,NONE
txn_legit_001144,merch_0210,cust_00517,2026-01-23T09:24:08+00:00,1200.1,INR,upi,dev_cust_00517_1,449,SG,SG,IN,205,0,0,0,1374.41,0.127,False,False,1,627,False,NONE
txn_legit_009894,merch_0154,cust_00190,2026-01-17T13:00:46+00:00,157.85,INR,upi,dev_cust_00190_2,392,IN,IN,IN,112,0,0,1,247.74,0.363,False,False,1,1454,False,NONE
txn_legit_009802,merch_0097,cust_00396,2026-01-05T14:01:33+00:00,323.38,INR,upi,dev_cust_00396_1,610,IN,IN,IN,54,0,0,0,602.57,0.463,False,False,0,514,False,NONE
txn_legit_002510,merch_0105,cust_02054,2026-02-14T07:07:40+00:00,483.72,INR,upi,dev_cust_02054_1,565,IN,IN,IN,125,0,0,0,693.56,0.303,False,False,0,1056,False,NONE
txn_legit_006661,merch_0068,cust_01254,2026-02-26T21:43:34+00:00,1772.42,INR,upi,dev_cust_01254_1,347,IN,IN,IN,142,0,0,2,1233.92,0.436,False,False,0,290,False,NONE
txn_legit_002273,merch_0009,cust_01679,2026-02-21T05:59:48+00:00,1844.04,INR,netbanking,dev_cust_01679_2,177,IN,IN,IN,175,0,0,0,2097.63,0.121,False,False,0,515,False,NONE
txn_legit_005928,merch_0020,cust_01364,2026-02-03T02:17:17+00:00,333.6,INR,netbanking,dev_cust_01364_2,361,IN,IN,IN,139,0,0,1,392.64,0.15,False,False,0,1241,False,NONE
txn_legit_005371,merch_0140,cust_02176,2026-01-12T07:04:06+00:00,4669.17,INR,wallet,dev_cust_02176_1,676,IN,IN,IN,37,0,1,1,5303.42,0.12,False,False,0,523,False,NONE
txn_legit_010510,merch_0207,cust_00584,2026-01-10T10:58:14+00:00,6571.41,INR,netbanking,dev_cust_00584_1,121,FR,IN,IN,201,0,3,3,6186.28,0.062,False,True,0,1030,False,BENIGN_OUTLIER
txn_fraud_000138,merch_0151,cust_00812,2026-02-04T22:31:10+00:00,1007.26,INR,upi,dev_subtle_742,2,IN,IN,IN,15,4,3,1,617.84,0.63,True,False,0,520,True,SUBTLE_ACCOUNT_DRAIN
txn_legit_008494,merch_0061,cust_02007,2026-01-12T22:23:11+00:00,803.88,INR,card,dev_cust_02007_2,893,IN,IN,IN,97,0,0,0,898.77,0.106,False,False,0,481,False,NONE
txn_fraud_000564,merch_0151,cust_02260,2026-02-09T01:00:38+00:00,2459.73,INR,upi,dev_cust_02260_2,674,ID,IN,IN,197,0,2,5,1063.27,1.313,False,True,0,322,True,GEO_ANOMALY_BOT
txn_legit_000102,merch_0112,cust_01613,2026-02-20T22:26:37+00:00,3378.98,INR,upi,dev_cust_01613_1,410,GB,GB,IN,139,0,0,0,1901.97,0.777,False,False,1,1365,False,NONE
txn_legit_001989,merch_0230,cust_01328,2026-02-24T16:13:22+00:00,671.67,INR,card,dev_cust_01328_1,305,IN,IN,IN,90,0,0,0,794.35,0.154,False,False,0,1409,False,NONE
txn_legit_004303,merch_0051,cust_01514,2026-02-26T05:32:29+00:00,178.92,INR,wallet,dev_cust_01514_1,803,IN,IN,IN,69,0,0,1,183.73,0.026,False,False,0,1286,False,NONE
txn_legit_004457,merch_0058,cust_00988,2026-01-24T00:04:38+00:00,2093.25,INR,card,dev_cust_00988_2,244,SG,IN,IN,145,2,0,0,1892.7,0.106,False,True,0,193,False,BENIGN_OUTLIER
txn_legit_009353,merch_0165,cust_02419,2026-01-26T05:35:31+00:00,1183.61,INR,card,dev_cust_02419_1,261,IN,IN,IN,35,1,0,2,1251.49,0.054,False,False,0,188,False,NONE
txn_legit_000828,merch_0098,cust_00158,2026-02-21T08:31:06+00:00,1216.51,INR,netbanking,dev_cust_00158_1,180,IN,IN,SG,156,0,0,0,1343.13,0.094,False,False,0,374,False,NONE
txn_legit_008743,merch_0164,cust_02381,2026-02-15T18:09:15+00:00,373.73,INR,netbanking,dev_cust_02381_1,676,AE,AE,SG,64,0,0,0,395.76,0.056,False,False,0,566,False,NONE
txn_legit_004786,merch_0021,cust_00865,2026-02-12T06:59:26+00:00,656.26,INR,netbanking,dev_cust_00865_1,274,IN,IN,IN,63,0,0,0,533.32,0.231,False,False,0,978,False,NONE
txn_legit_001672,merch_0189,cust_02161,2026-02-25T20:19:59+00:00,465.52,INR,upi,dev_cust_02161_1,705,IN,IN,SG,196,0,0,0,349.07,0.334,False,False,0,505,False,NONE
txn_legit_005931,merch_0171,cust_01050,2026-02-10T13:38:11+00:00,4302.51,INR,netbanking,dev_cust_01050_2,482,IN,IN,IN,81,0,0,0,2901.77,0.483,False,False,0,1102,False,NONE
txn_legit_009085,merch_0084,cust_00375,2026-01-23T23:09:47+00:00,3899.16,INR,upi,dev_cust_00375_1,746,GB,GB,IN,102,0,1,2,5598.23,0.304,False,False,0,1186,False,NONE
